Word,DocId:Occurrence
Bolsonaro,"[(1, 1), (2, 1), (7, 1), (8, 7), (15, 1), (18, 5), (19, 26), (21, 3), (22, 5), (23, 1), (25, 5), (26, 7), (37, 2), (42, 12), (69, 5), (73, 1), (86, 1), (95, 3), (101, 5), (105, 6), (111, 8), (115, 5), (120, 1), (126, 1), (127, 4), (138, 5), (140, 3), (146, 1), (149, 2), (151, 47), (154, 2), (164, 3), (165, 5), (166, 37), (168, 1), (172, 4), (174, 5), (203, 4), (204, 2), (205, 7), (207, 35), (208, 12), (209, 2), (210, 1), (211, 1), (213, 4), (215, 4), (216, 12), (218, 5), (220, 2), (221, 1), (222, 3), (223, 1), (224, 1), (225, 8), (228, 2), (229, 5), (230, 1), (231, 2), (234, 1), (235, 8), (236, 5), (237, 5), (238, 5), (239, 1), (240, 1), (248, 4)]"
Brasileiro,"[(1, 1), (22, 1), (115, 3), (127, 1), (168, 1), (204, 1), (230, 2)]"
desta,"[(1, 1), (2, 1), (20, 2), (23, 4), (26, 1), (28, 2), (37, 1), (41, 2), (45, 1), (50, 2), (54, 1), (59, 1), (67, 1), (68, 1), (70, 1), (81, 1), (90, 3), (91, 1), (103, 2), (112, 1), (117, 1), (119, 2), (124, 2), (129, 1), (145, 1), (146, 1), (177, 3), (178, 1), (185, 2), (187, 1), (189, 1), (192, 1), (196, 1), (197, 1), (201, 2), (205, 1), (206, 1), (207, 2), (208, 2), (209, 1), (212, 5), (215, 1), (216, 2), (218, 2), (219, 1), (222, 2), (231, 1), (240, 1), (241, 1), (244, 1), (249, 1)]"
pelo,"[(1, 5), (5, 2), (6, 6), (7, 6), (8, 1), (9, 2), (11, 2), (12, 3), (14, 4), (15, 3), (16, 5), (18, 3), (19, 7), (20, 3), (21, 2), (22, 3), (23, 3), (24, 1), (25, 3), (26, 4), (28, 1), (30, 2), (31, 4), (32, 2), (36, 4), (37, 3), (38, 1), (39, 2), (41, 3), (42, 4), (43, 1), (44, 1), (45, 2), (47, 9), (48, 2), (50, 2), (51, 2), (53, 1), (55, 2), (56, 3), (58, 2), (59, 2), (61, 2), (63, 7), (64, 3), (65, 2), (70, 1), (71, 2), (73, 8), (76, 10), (77, 4), (80, 3), (81, 1), (82, 2), (83, 1), (84, 4), (85, 1), (86, 3), (87, 1), (88, 1), (89, 6), (90, 3), (92, 2), (94, 2), (95, 3), (96, 4), (97, 6), (98, 3), (99, 4), (100, 1), (101, 2), (102, 2), (104, 4), (105, 2), (106, 3), (107, 7), (108, 4), (110, 4), (111, 1), (112, 1), (113, 3), (114, 5), (115, 9), (117, 4), (118, 1), (119, 3), (121, 2), (122, 1), (123, 1), (124, 6), (125, 3), (127, 3), (133, 2), (135, 2), (136, 2), (138, 5), (139, 5), (142, 1), (145, 3), (146, 5), (147, 1), (148, 1), (149, 4), (150, 3), (151, 23), (152, 2), (156, 1), (157, 2), (158, 1), (161, 5), (162, 7), (164, 2), (165, 5), (166, 13), (167, 2), (168, 1), (169, 3), (170, 2), (171, 5), (172, 3), (173, 5), (175, 2), (176, 2), (181, 4), (182, 2), (183, 1), (184, 8), (185, 3), (188, 2), (189, 1), (195, 1), (196, 2), (197, 2), (198, 2), (201, 1), (202, 3), (203, 5), (205, 4), (206, 2), (207, 6), (208, 3), (209, 4), (210, 5), (211, 4), (212, 3), (213, 3), (214, 5), (216, 1), (217, 6), (218, 2), (219, 3), (220, 3), (221, 3), (222, 1), (223, 8), (224, 3), (225, 2), (226, 1), (228, 1), (229, 9), (230, 4), (231, 3), (232, 1), (233, 1), (235, 4), (236, 4), (237, 2), (238, 3), (239, 4), (240, 6), (241, 6), (242, 5), (243, 2), (244, 4), (245, 1), (246, 8), (248, 5), (249, 3)]"
sites,"[(1, 1), (152, 1), (185, 6)]"
Rubens,"[(1, 1), (7, 1)]"
agiram,"[(1, 1), (241, 1)]"
dia,"[(1, 3), (2, 2), (4, 3), (6, 7), (9, 1), (11, 7), (12, 6), (13, 8), (15, 3), (16, 3), (19, 8), (20, 2), (22, 5), (26, 4), (30, 5), (32, 4), (38, 1), (39, 5), (40, 2), (42, 3), (53, 1), (54, 1), (56, 2), (57, 9), (59, 7), (61, 4), (63, 11), (64, 3), (65, 11), (69, 8), (70, 6), (73, 2), (76, 11), (77, 2), (87, 4), (90, 4), (91, 5), (92, 2), (94, 14), (95, 6), (98, 4), (99, 3), (102, 4), (105, 2), (106, 4), (107, 7), (108, 4), (109, 14), (111, 5), (112, 3), (118, 2), (119, 5), (121, 3), (126, 2), (133, 2), (136, 2), (138, 3), (141, 1), (142, 3), (151, 20), (154, 3), (157, 5), (160, 6), (165, 5), (166, 16), (169, 2), (172, 4), (174, 5), (177, 2), (181, 5), (184, 2), (185, 3), (189, 2), (191, 1), (192, 2), (195, 24), (196, 7), (197, 18), (204, 4), (207, 4), (213, 2), (214, 6), (215, 7), (221, 3), (224, 4), (226, 7), (229, 3), (233, 2), (235, 3), (238, 5), (241, 2), (244, 5), (249, 11)]"
frase,"[(1, 1), (13, 2), (64, 1), (95, 3), (99, 1), (102, 2), (166, 2), (169, 1), (182, 1), (183, 1), (215, 1), (216, 1), (230, 1), (232, 1)]"
Março,"[(1, 1), (166, 2), (169, 1), (208, 1)]"
dos,"[(1, 4), (3, 7), (4, 6), (5, 5), (6, 18), (7, 32), (8, 9), (9, 7), (10, 4), (11, 6), (12, 12), (13, 8), (14, 4), (15, 16), (16, 30), (17, 14), (18, 9), (19, 17), (20, 12), (21, 6), (22, 15), (23, 15), (24, 13), (25, 20), (26, 10), (27, 4), (28, 21), (29, 19), (30, 11), (32, 14), (33, 6), (34, 20), (36, 23), (37, 16), (39, 9), (40, 12), (41, 11), (42, 6), (43, 3), (45, 2), (46, 8), (47, 6), (48, 2), (49, 5), (50, 1), (52, 2), (55, 7), (56, 6), (57, 4), (58, 2), (59, 4), (60, 26), (61, 16), (63, 29), (64, 10), (65, 34), (66, 15), (68, 4), (69, 37), (70, 10), (71, 6), (73, 7), (74, 2), (75, 3), (76, 16), (77, 9), (78, 8), (79, 3), (80, 11), (81, 2), (82, 14), (83, 3), (84, 12), (86, 32), (87, 7), (88, 12), (89, 11), (90, 9), (93, 9), (94, 22), (95, 12), (96, 10), (97, 11), (98, 8), (99, 19), (101, 11), (102, 18), (103, 7), (104, 14), (105, 4), (106, 2), (107, 21), (108, 27), (109, 8), (110, 32), (112, 8), (113, 5), (114, 18), (115, 17), (116, 1), (117, 8), (119, 15), (120, 3), (122, 4), (123, 25), (124, 15), (125, 18), (126, 5), (127, 11), (128, 8), (129, 8), (130, 15), (131, 4), (133, 7), (134, 8), (135, 12), (136, 8), (137, 8), (138, 16), (139, 8), (140, 17), (141, 6), (142, 8), (143, 27), (144, 10), (146, 4), (147, 15), (149, 11), (150, 11), (151, 60), (152, 19), (153, 19), (154, 11), (155, 6), (156, 10), (157, 10), (158, 10), (160, 9), (161, 8), (162, 19), (163, 7), (164, 8), (165, 17), (166, 41), (167, 6), (168, 8), (169, 12), (170, 3), (171, 6), (172, 9), (173, 20), (174, 5), (175, 6), (176, 8), (177, 5), (178, 11), (179, 8), (180, 7), (181, 14), (182, 7), (183, 3), (184, 10), (185, 25), (186, 5), (187, 3), (188, 11), (189, 17), (190, 9), (191, 8), (193, 6), (194, 28), (195, 6), (196, 9), (197, 25), (198, 13), (199, 3), (201, 5), (202, 9), (204, 26), (205, 32), (206, 6), (207, 39), (208, 12), (209, 12), (210, 46), (211, 56), (212, 6), (213, 8), (214, 6), (215, 7), (216, 14), (217, 34), (218, 10), (220, 8), (221, 7), (222, 13), (223, 16), (224, 24), (225, 5), (226, 8), (227, 2), (228, 2), (229, 5), (230, 13), (231, 6), (232, 15), (233, 3), (234, 7), (235, 24), (236, 13), (238, 16), (239, 12), (240, 19), (241, 14), (242, 11), (243, 12), (244, 14), (245, 13), (246, 11), (247, 12), (248, 16), (249, 44)]"
repetir,"[(1, 1), (76, 1), (83, 1), (151, 1)]"
decisão,"[(1, 3), (2, 2), (5, 2), (8, 2), (17, 1), (21, 1), (29, 2), (34, 1), (47, 1), (49, 1), (63, 1), (64, 2), (65, 1), (69, 1), (77, 3), (88, 1), (103, 3), (105, 1), (106, 1), (107, 1), (126, 2), (133, 2), (138, 1), (163, 1), (165, 2), (184, 1), (202, 6), (206, 11), (208, 4), (220, 2), (229, 2), (233, 1), (242, 1)]"
dizer,"[(1, 1), (3, 1), (6, 1), (9, 1), (11, 1), (13, 1), (25, 3), (30, 1), (34, 2), (41, 1), (63, 5), (69, 1), (80, 1), (83, 1), (84, 1), (89, 3), (95, 1), (102, 2), (109, 1), (119, 2), (122, 1), (127, 1), (143, 1), (154, 1), (156, 1), (157, 1), (158, 1), (159, 1), (165, 1), (166, 2), (172, 2), (177, 1), (184, 1), (187, 1), (189, 1), (199, 1), (202, 1), (205, 3), (206, 1), (208, 1), (211, 2), (214, 1), (216, 1), (218, 1), (221, 5), (222, 2), (223, 1), (235, 1), (238, 1), (247, 1), (249, 1)]"
emedebista,"[(1, 1), (206, 1)]"
por,"[(1, 3), (3, 6), (4, 9), (5, 7), (6, 18), (7, 15), (8, 6), (9, 5), (10, 7), (11, 11), (12, 8), (13, 13), (14, 14), (15, 8), (16, 16), (18, 5), (19, 15), (20, 3), (21, 2), (22, 9), (23, 9), (25, 15), (26, 5), (27, 3), (28, 9), (29, 7), (30, 11), (31, 11), (32, 14), (33, 9), (34, 7), (35, 3), (36, 13), (37, 16), (38, 1), (39, 5), (40, 3), (41, 11), (42, 5), (43, 12), (44, 1), (45, 12), (46, 4), (47, 18), (48, 1), (50, 5), (51, 6), (52, 6), (53, 2), (55, 19), (56, 3), (57, 7), (58, 9), (59, 7), (60, 20), (62, 2), (63, 27), (64, 6), (65, 21), (66, 7), (67, 2), (68, 2), (69, 21), (70, 13), (71, 3), (72, 3), (73, 5), (74, 3), (75, 3), (76, 12), (77, 5), (78, 6), (79, 5), (80, 4), (81, 3), (82, 6), (83, 3), (84, 4), (85, 1), (86, 13), (87, 9), (88, 8), (89, 8), (90, 3), (91, 4), (92, 8), (93, 6), (94, 4), (95, 5), (96, 3), (97, 5), (98, 8), (99, 14), (100, 4), (101, 7), (102, 6), (103, 4), (104, 6), (105, 4), (106, 3), (107, 11), (108, 15), (109, 12), (110, 13), (111, 3), (112, 7), (113, 7), (114, 14), (115, 68), (116, 2), (117, 15), (118, 8), (119, 11), (120, 2), (121, 7), (122, 8), (123, 24), (124, 11), (125, 12), (126, 2), (127, 10), (128, 2), (129, 8), (130, 12), (131, 5), (132, 6), (133, 10), (134, 4), (135, 6), (136, 4), (137, 7), (138, 8), (139, 22), (140, 11), (141, 6), (142, 7), (143, 11), (144, 6), (145, 8), (146, 13), (147, 15), (148, 4), (149, 16), (150, 2), (151, 45), (152, 16), (153, 12), (154, 2), (156, 5), (157, 13), (158, 24), (159, 3), (161, 6), (162, 14), (164, 12), (165, 18), (166, 41), (167, 5), (168, 3), (169, 3), (170, 5), (171, 3), (172, 6), (173, 17), (174, 2), (175, 7), (176, 3), (177, 5), (178, 7), (179, 5), (180, 6), (181, 17), (182, 2), (183, 3), (184, 11), (185, 16), (186, 2), (187, 6), (188, 7), (189, 10), (190, 15), (191, 5), (192, 3), (193, 4), (194, 15), (195, 13), (196, 8), (197, 14), (198, 19), (199, 5), (201, 10), (202, 3), (203, 5), (204, 9), (205, 11), (206, 4), (207, 22), (208, 22), (209, 1), (210, 6), (211, 26), (212, 9), (213, 4), (214, 13), (215, 4), (216, 12), (217, 14), (218, 5), (219, 3), (220, 7), (221, 4), (222, 6), (223, 24), (224, 12), (225, 6), (226, 5), (227, 5), (228, 9), (229, 8), (230, 20), (231, 4), (232, 6), (233, 3), (235, 4), (236, 3), (237, 5), (238, 6), (239, 3), (240, 7), (241, 3), (242, 11), (243, 18), (244, 11), (245, 3), (246, 5), (247, 5), (248, 21), (249, 42)]"
deixar,"[(1, 1), (6, 1), (8, 1), (14, 1), (18, 1), (26, 1), (28, 1), (32, 1), (45, 2), (46, 1), (47, 1), (57, 1), (65, 3), (66, 1), (69, 4), (79, 1), (82, 1), (105, 1), (107, 2), (109, 1), (115, 2), (120, 1), (138, 2), (148, 1), (151, 3), (152, 1), (157, 3), (163, 1), (166, 2), (172, 2), (173, 1), (174, 2), (191, 2), (197, 2), (199, 1), (208, 1), (214, 2), (216, 1), (235, 1), (248, 1), (249, 1)]"
Estado,"[(1, 2), (2, 1), (3, 1), (7, 7), (8, 6), (18, 1), (21, 1), (23, 1), (26, 1), (29, 1), (32, 1), (42, 3), (63, 6), (65, 3), (69, 8), (77, 3), (86, 3), (88, 4), (89, 3), (91, 2), (95, 1), (98, 2), (105, 5), (110, 2), (111, 3), (114, 2), (119, 1), (124, 2), (129, 3), (139, 1), (142, 2), (145, 1), (150, 1), (151, 5), (154, 1), (160, 2), (163, 1), (165, 2), (166, 4), (169, 2), (173, 6), (203, 1), (205, 1), (208, 1), (210, 1), (215, 1), (217, 4), (218, 1), (223, 2), (224, 3), (225, 1), (228, 1), (232, 1), (237, 2), (238, 1), (241, 2), (242, 1), (244, 1), (245, 1), (249, 7)]"
prevalência,"[(1, 2), (123, 1)]"
que,"[(1, 17), (2, 7), (3, 55), (4, 48), (5, 13), (6, 82), (7, 66), (8, 22), (9, 22), (10, 31), (11, 48), (12, 28), (13, 79), (14, 51), (15, 41), (16, 63), (17, 35), (18, 23), (19, 90), (20, 18), (21, 13), (22, 23), (23, 21), (24, 24), (25, 113), (26, 22), (27, 3), (28, 23), (29, 45), (30, 45), (31, 46), (32, 54), (33, 23), (34, 54), (35, 2), (36, 50), (37, 58), (38, 2), (39, 16), (40, 19), (41, 24), (42, 15), (43, 10), (44, 4), (45, 52), (46, 11), (47, 26), (49, 10), (50, 2), (51, 6), (52, 6), (53, 8), (54, 7), (55, 21), (56, 26), (57, 25), (58, 23), (59, 24), (60, 57), (61, 14), (63, 133), (64, 16), (65, 70), (66, 34), (67, 8), (68, 6), (69, 102), (70, 29), (71, 5), (73, 18), (74, 2), (75, 22), (76, 55), (77, 20), (78, 33), (79, 27), (80, 21), (81, 11), (82, 33), (83, 10), (84, 29), (85, 1), (86, 38), (87, 18), (88, 25), (89, 46), (90, 14), (91, 26), (92, 30), (93, 21), (94, 13), (95, 34), (96, 20), (97, 29), (98, 13), (99, 39), (100, 15), (101, 21), (102, 57), (103, 25), (104, 19), (105, 20), (106, 10), (107, 59), (108, 68), (109, 39), (110, 44), (111, 26), (112, 30), (113, 23), (114, 30), (115, 41), (116, 6), (117, 17), (118, 16), (119, 23), (120, 12), (121, 22), (122, 17), (123, 15), (124, 32), (125, 51), (126, 6), (127, 25), (128, 8), (129, 48), (130, 48), (131, 6), (132, 18), (133, 34), (134, 12), (135, 31), (136, 11), (137, 31), (138, 55), (139, 14), (140, 48), (141, 25), (142, 15), (143, 61), (144, 28), (145, 19), (146, 20), (147, 32), (148, 10), (149, 18), (150, 32), (151, 209), (152, 54), (153, 52), (154, 43), (155, 17), (156, 31), (157, 56), (158, 71), (159, 15), (160, 44), (161, 23), (162, 42), (163, 32), (164, 25), (165, 54), (166, 189), (167, 24), (168, 11), (169, 21), (170, 18), (171, 10), (172, 49), (173, 65), (174, 23), (175, 44), (176, 10), (177, 21), (178, 34), (179, 11), (180, 44), (181, 42), (182, 41), (183, 26), (184, 76), (185, 52), (186, 19), (187, 19), (188, 45), (189, 46), (190, 31), (191, 17), (192, 8), (193, 29), (194, 23), (195, 72), (196, 38), (197, 68), (198, 69), (199, 21), (200, 5), (201, 25), (202, 33), (203, 22), (204, 32), (205, 49), (206, 31), (207, 39), (208, 54), (209, 9), (210, 34), (211, 139), (212, 8), (213, 29), (214, 54), (215, 25), (216, 58), (217, 82), (218, 29), (219, 10), (220, 19), (221, 76), (222, 37), (223, 49), (224, 42), (225, 38), (226, 10), (227, 8), (228, 14), (229, 44), (230, 54), (231, 4), (232, 14), (233, 20), (234, 9), (235, 36), (236, 35), (237, 6), (238, 42), (239, 48), (240, 44), (241, 23), (242, 28), (243, 16), (244, 23), (245, 24), (246, 15), (247, 20), (248, 141), (249, 118)]"
nesta,"[(1, 2), (4, 1), (8, 1), (22, 1), (23, 1), (24, 1), (26, 1), (27, 3), (35, 1), (37, 1), (38, 1), (39, 1), (40, 1), (41, 2), (46, 1), (48, 1), (49, 1), (50, 2), (51, 1), (53, 1), (57, 2), (59, 1), (61, 1), (62, 1), (64, 1), (67, 2), (70, 2), (71, 1), (72, 1), (74, 1), (77, 2), (79, 1), (81, 2), (82, 1), (83, 2), (84, 1), (85, 1), (86, 3), (88, 2), (90, 1), (91, 3), (96, 1), (100, 1), (101, 1), (104, 1), (105, 1), (107, 1), (111, 1), (112, 3), (113, 1), (115, 1), (117, 3), (125, 1), (126, 2), (127, 2), (131, 2), (132, 1), (133, 1), (134, 1), (136, 1), (138, 3), (139, 1), (142, 1), (143, 1), (144, 1), (151, 1), (152, 1), (162, 1), (165, 1), (184, 1), (187, 1), (191, 2), (197, 1), (212, 1), (215, 2), (218, 3), (220, 1), (225, 3), (226, 2), (227, 1), (228, 1), (230, 1), (241, 1)]"
Brasil,"[(1, 3), (3, 4), (6, 2), (8, 3), (10, 1), (12, 2), (14, 1), (15, 5), (18, 3), (19, 11), (21, 2), (22, 7), (23, 2), (24, 2), (25, 5), (26, 10), (32, 2), (34, 1), (37, 1), (42, 5), (44, 1), (45, 2), (47, 1), (59, 4), (69, 3), (73, 4), (76, 2), (89, 1), (92, 1), (95, 1), (97, 2), (101, 3), (105, 5), (111, 4), (115, 10), (116, 1), (120, 2), (121, 2), (123, 2), (124, 2), (126, 2), (127, 4), (130, 1), (133, 4), (134, 1), (138, 3), (139, 2), (140, 4), (143, 2), (146, 3), (147, 1), (149, 4), (150, 1), (151, 48), (154, 2), (155, 3), (156, 3), (160, 5), (161, 1), (164, 3), (165, 1), (166, 16), (167, 1), (171, 1), (172, 7), (173, 7), (174, 2), (178, 1), (179, 1), (183, 1), (184, 2), (190, 2), (199, 2), (201, 6), (204, 5), (205, 1), (208, 3), (210, 6), (211, 2), (212, 3), (213, 2), (214, 2), (215, 2), (216, 4), (217, 1), (218, 2), (219, 1), (222, 2), (223, 2), (224, 5), (228, 1), (229, 5), (230, 6), (232, 1), (234, 1), (235, 1), (238, 7), (239, 1), (241, 1), (242, 2), (248, 9)]"
usou,"[(1, 1), (31, 1), (82, 1), (92, 1), (110, 1), (145, 2), (149, 1), (249, 1)]"
definição,"[(1, 1), (47, 1), (60, 1), (123, 1), (209, 3), (220, 1)]"
afirmando,"[(1, 1), (2, 2), (3, 1), (19, 1), (77, 1), (92, 1), (205, 1), (208, 1), (222, 1), (229, 1)]"
proibiu,"[(1, 1), (2, 1), (119, 1), (162, 1)]"
comentar,"[(1, 2), (6, 1), (156, 1), (172, 1), (215, 1), (226, 1)]"
pela,"[(1, 4), (2, 1), (3, 1), (5, 1), (6, 2), (7, 2), (11, 3), (12, 3), (14, 3), (15, 5), (16, 8), (17, 2), (19, 9), (21, 1), (22, 1), (23, 2), (25, 3), (26, 1), (27, 1), (28, 2), (29, 3), (30, 2), (31, 1), (33, 5), (34, 1), (35, 2), (37, 8), (40, 1), (42, 4), (44, 2), (45, 2), (46, 4), (47, 4), (48, 2), (49, 1), (50, 2), (51, 2), (54, 1), (55, 3), (56, 1), (59, 2), (60, 4), (61, 4), (62, 1), (63, 8), (64, 1), (65, 4), (66, 1), (67, 3), (68, 1), (69, 2), (70, 1), (72, 2), (73, 3), (75, 1), (76, 4), (77, 2), (78, 2), (79, 1), (81, 1), (82, 1), (83, 1), (85, 1), (86, 3), (87, 3), (88, 3), (89, 6), (90, 3), (92, 1), (93, 6), (94, 4), (95, 1), (96, 1), (97, 3), (98, 1), (99, 1), (101, 3), (102, 2), (103, 2), (106, 3), (107, 4), (108, 7), (109, 5), (110, 3), (111, 3), (112, 2), (113, 3), (114, 6), (115, 5), (116, 1), (117, 1), (118, 3), (119, 1), (120, 3), (121, 1), (122, 1), (123, 3), (124, 1), (125, 3), (126, 1), (129, 1), (130, 2), (131, 1), (132, 1), (133, 2), (135, 2), (136, 2), (137, 2), (138, 4), (139, 3), (140, 1), (141, 2), (142, 1), (143, 3), (144, 2), (145, 2), (147, 2), (148, 3), (150, 1), (151, 19), (152, 5), (153, 2), (155, 3), (156, 2), (158, 5), (160, 1), (161, 8), (162, 5), (163, 1), (165, 5), (166, 8), (167, 3), (168, 1), (169, 2), (170, 1), (171, 4), (172, 3), (173, 4), (174, 2), (175, 3), (179, 1), (180, 1), (181, 2), (182, 2), (184, 4), (187, 2), (189, 1), (191, 2), (193, 3), (194, 3), (195, 1), (196, 1), (197, 4), (198, 2), (199, 1), (201, 4), (202, 3), (204, 3), (206, 2), (207, 5), (208, 2), (209, 2), (210, 3), (211, 11), (212, 5), (213, 3), (214, 3), (215, 3), (216, 1), (217, 9), (218, 2), (219, 2), (220, 6), (221, 1), (223, 2), (226, 2), (227, 1), (228, 4), (229, 4), (231, 3), (232, 2), (235, 1), (236, 2), (238, 8), (241, 2), (242, 3), (243, 1), (244, 7), (247, 1), (249, 5)]"
elogiosamente,"[(1, 1)]"
pontua,"[(1, 1), (101, 1)]"
longo,"[(1, 1), (6, 1), (10, 2), (12, 1), (18, 1), (20, 1), (32, 1), (36, 2), (40, 1), (56, 1), (60, 5), (61, 1), (63, 1), (66, 1), (73, 1), (84, 1), (87, 1), (91, 1), (94, 1), (102, 1), (103, 2), (105, 1), (108, 2), (127, 1), (128, 1), (129, 2), (134, 1), (136, 1), (138, 1), (140, 1), (143, 2), (147, 2), (150, 2), (151, 1), (171, 2), (174, 1), (179, 1), (183, 1), (201, 1), (203, 1), (205, 1), (206, 1), (207, 2), (211, 1), (215, 1), (217, 2), (219, 1), (222, 1), (230, 2), (240, 1), (241, 1), (243, 1)]"
não,"[(1, 8), (2, 2), (3, 11), (4, 2), (5, 3), (6, 12), (7, 11), (8, 5), (9, 4), (10, 3), (11, 12), (12, 3), (13, 11), (14, 7), (15, 11), (16, 10), (17, 7), (18, 4), (19, 19), (20, 1), (21, 3), (22, 2), (23, 7), (24, 4), (25, 38), (26, 3), (28, 2), (29, 6), (30, 8), (31, 11), (32, 7), (33, 10), (34, 12), (36, 13), (37, 17), (38, 1), (39, 3), (40, 2), (41, 6), (42, 1), (43, 4), (45, 15), (46, 2), (47, 9), (49, 4), (50, 1), (51, 2), (52, 1), (53, 1), (54, 1), (55, 4), (56, 6), (57, 8), (58, 11), (59, 4), (60, 4), (61, 3), (63, 47), (64, 2), (65, 10), (66, 12), (68, 1), (69, 26), (70, 9), (71, 1), (72, 1), (73, 3), (74, 1), (75, 8), (76, 15), (77, 1), (78, 12), (79, 4), (80, 5), (81, 4), (82, 10), (83, 8), (84, 18), (86, 17), (87, 3), (88, 5), (89, 23), (90, 6), (91, 3), (92, 6), (93, 2), (94, 2), (95, 4), (96, 7), (97, 5), (98, 3), (99, 5), (100, 3), (101, 2), (102, 13), (103, 10), (104, 4), (105, 3), (106, 4), (107, 7), (108, 11), (109, 14), (110, 13), (111, 3), (112, 9), (113, 5), (114, 5), (115, 11), (116, 3), (117, 7), (118, 4), (119, 6), (120, 4), (121, 4), (122, 8), (123, 4), (124, 8), (125, 16), (127, 4), (128, 1), (129, 17), (130, 13), (131, 1), (133, 9), (135, 6), (136, 1), (137, 3), (138, 14), (140, 3), (141, 1), (142, 4), (143, 7), (144, 4), (145, 1), (146, 4), (147, 4), (148, 1), (149, 4), (150, 6), (151, 35), (152, 15), (153, 10), (154, 10), (155, 2), (156, 7), (157, 13), (158, 11), (159, 3), (160, 7), (161, 4), (162, 18), (163, 3), (164, 9), (165, 15), (166, 42), (167, 9), (168, 3), (169, 1), (170, 5), (171, 4), (172, 10), (173, 30), (174, 2), (175, 6), (176, 1), (177, 6), (178, 7), (179, 2), (180, 17), (181, 14), (182, 6), (183, 3), (184, 5), (185, 5), (186, 4), (187, 2), (188, 5), (189, 19), (190, 7), (191, 2), (192, 2), (193, 4), (194, 4), (195, 17), (196, 7), (197, 20), (198, 9), (199, 3), (200, 2), (201, 1), (202, 5), (203, 4), (204, 2), (205, 5), (206, 4), (207, 9), (208, 11), (209, 1), (210, 10), (211, 19), (212, 2), (213, 7), (214, 11), (215, 2), (216, 16), (217, 17), (218, 8), (219, 3), (220, 5), (221, 20), (222, 13), (223, 11), (224, 9), (225, 5), (226, 2), (227, 1), (228, 4), (229, 12), (230, 10), (231, 1), (232, 4), (233, 7), (234, 1), (235, 8), (236, 4), (237, 2), (238, 7), (239, 17), (240, 11), (241, 2), (242, 3), (243, 8), (244, 5), (246, 3), (247, 2), (248, 28), (249, 25)]"
ministro,"[(1, 1), (3, 1), (8, 2), (18, 3), (19, 11), (23, 3), (25, 1), (26, 2), (27, 1), (36, 1), (37, 3), (42, 4), (59, 1), (63, 7), (64, 1), (65, 2), (69, 3), (75, 1), (77, 2), (82, 2), (84, 3), (95, 3), (100, 4), (101, 1), (104, 2), (105, 5), (107, 2), (111, 2), (115, 5), (117, 1), (124, 4), (140, 1), (149, 1), (151, 3), (156, 1), (162, 1), (166, 2), (168, 1), (173, 1), (174, 1), (197, 1), (202, 1), (204, 3), (205, 5), (206, 1), (209, 7), (213, 5), (215, 7), (218, 1), (220, 2), (221, 4), (222, 10), (225, 5), (226, 2), (231, 3), (233, 5), (235, 4), (236, 2), (240, 11), (246, 2), (247, 1), (248, 2)]"
ordem,"[(1, 3), (2, 1), (14, 1), (25, 6), (63, 1), (64, 1), (69, 1), (73, 1), (115, 1), (117, 1), (119, 1), (129, 3), (146, 1), (166, 1), (171, 1), (173, 1), (202, 3), (206, 2), (217, 1), (218, 1), (224, 1)]"
devem,"[(1, 1), (23, 1), (33, 3), (42, 1), (43, 1), (52, 1), (61, 1), (64, 1), (78, 1), (80, 1), (90, 1), (92, 2), (94, 1), (99, 1), (122, 2), (135, 2), (143, 1), (146, 1), (151, 2), (153, 4), (157, 1), (161, 2), (163, 1), (185, 2), (186, 1), (206, 1), (211, 2), (239, 1)]"
